previsto
0,494.01086
1,494.52963
2,495.92218
3,497.08905
4,497.9379
5,498.1972
6,497.68805
7,497.38083
8,497.18796
9,497.6833
10,496.43503
11,495.35626
12,493.82184
13,493.96884
14,494.2567
15,495.05402
16,495.5548
17,495.1698
18,494.85687
19,494.18344
20,494.16437
21,493.90445
22,495.9358
23,497.16086
24,497.6034
25,498.06448
26,497.42453
27,495.34714
28,495.03152
29,493.958
30,494.27396
31,495.17664
32,494.63837
33,493.5197
34,489.21893
35,482.3894
36,475.9201
37,470.84274
38,464.15973
39,458.35876
40,453.82242
41,452.00287
42,450.86957
43,450.35684
44,451.32605
45,451.39594
46,451.368
47,452.3367
48,454.30176
49,459.3965
50,468.58548
51,480.08224
52,487.8256
53,492.53085
54,496.113
55,499.42007
56,502.35986
57,505.08994
58,508.44974
59,511.46643
60,514.2184
61,517.5541
62,514.05304
63,509.83737
64,507.541
65,505.19034
66,501.0622
67,497.24518
68,495.13586
69,494.92282
70,497.1759
71,499.06155
72,499.95273
73,498.44525
74,495.31302
75,492.1898
76,490.26917
77,490.43335
78,491.13077
79,492.08014
80,493.42795
81,493.7413
82,493.13873
83,491.5287
84,489.89102
85,489.48926
86,491.13965
87,492.58478
88,493.8248
89,495.92288
90,497.9833
91,500.8518
92,503.66714
93,506.70712
94,510.56952
95,514.1486
96,517.2676
97,515.6233
98,513.13
99,511.64816
100,510.755
101,511.34808
102,513.5867
103,515.40564
104,516.34106
105,517.0893
106,516.8437
107,515.89777
108,515.17584
109,516.0669
110,517.93286
111,519.4379
112,521.09796
113,522.43365
114,522.37915
115,520.98486
116,521.07794
117,521.0436
118,520.34644
119,519.4048
120,518.1691
121,517.899
122,516.58075
123,515.4332
124,515.3898
125,514.5546
126,513.44727
127,511.88477
128,510.18448
129,506.91037
130,501.30273
131,494.6484
132,490.11227
133,486.2373
134,481.0467
135,475.35727
136,471.76315
137,469.69138
138,466.73056
139,463.546
140,457.78217
141,454.15063
142,456.70706
143,462.04733
144,467.47516
145,474.43216
146,485.34143
147,495.46558
148,504.16068
149,511.90173
150,520.5444
151,527.5985
152,532.1515
153,535.44836
154,537.2015
155,538.3084
156,540.76135
157,541.49976
158,532.06323
159,523.4355
160,518.58026
161,515.8555
162,516.584
163,518.09906
164,518.6776
165,518.9169
166,518.23193
167,519.27435
168,519.8643
169,520.3081
170,518.97424
171,517.168
172,515.5458
173,514.5156
174,511.0957
175,508.52518
176,507.54694
177,507.53738
178,507.66522
179,507.3565
180,508.26584
181,510.25305
182,512.3634
183,514.2855
184,516.3715
185,518.4665
186,520.4355
187,522.0412
188,523.2621
189,524.3507
190,524.69867
191,525.0599
192,525.37616
193,527.4719
194,530.386
195,532.9559
196,534.4207
197,534.769
198,534.6019
199,532.97864
200,531.8239
201,530.8891
202,529.39325
203,528.4655
204,527.9065
205,528.2268
206,530.2879
207,532.88776
208,535.632
209,537.3599
210,535.5613
211,530.8908
212,526.8198
213,524.98676
214,525.30896
215,526.6778
216,527.0765
217,527.79425
218,529.0016
219,530.5955
220,531.7825
221,531.50214
222,530.7225
223,529.2743
224,526.78827
225,523.731
226,517.02386
227,510.87964
228,506.15854
229,503.29474
230,498.86996
231,491.66312
232,487.70923
233,486.73807
234,485.9501
235,485.79333
236,483.3305
237,481.85904
238,485.50232
239,491.19196
240,496.57578
241,501.44202
242,504.14923
243,506.55377
244,508.5036
245,512.56305
246,519.31464
247,525.5358
248,530.16925
249,532.6644
250,533.2967
251,533.5752
252,533.57477
253,532.94
254,530.94464
255,528.87897
256,526.9468
257,526.515
258,528.82715
259,531.95636
260,534.0854
261,535.7715
262,536.9079
263,536.4771
264,534.7309
265,533.2982
266,532.986
267,533.11615
268,532.857
269,531.89954
270,527.9474
271,523.0365
272,520.3254
273,520.75665
274,522.57605
275,521.5772
276,519.33875
277,518.32434
278,519.3819
279,521.76215
280,523.7194
281,524.7644
282,524.7106
283,524.704
284,524.75775
285,526.76434
286,531.9463
287,537.15735
288,540.4863
289,543.14685
290,545.39465
291,549.0304
292,552.6546
293,556.30774
294,559.5807
295,562.3968
296,558.64874
297,556.3979
298,553.68634
299,551.6336
300,550.9767
301,550.901
302,550.52893
303,550.58014
304,550.7621
305,550.88727
306,549.8693
307,546.564
308,542.533
309,540.5616
310,541.3424
311,544.00073
312,547.39294
313,548.4768
314,548.7735
315,547.53815
316,545.8663
317,544.3517
318,543.36914
319,543.36975
320,542.6048
321,541.1631
322,536.61743
323,527.4811
324,519.66254
325,514.55096
326,512.5569
327,508.5999
328,506.20486
329,504.97363
330,502.8354
331,500.66208
332,495.52908
333,491.47623
334,491.22116
335,492.96112
336,495.86127
337,500.27393
338,507.2563
339,513.448
340,518.88354
341,524.8096
