real,previsto
11.6824088957686,11.362531093310409
11.751957052652,11.359737908058587
11.8202597545097,11.345568193606525
11.8912228347793,11.327132996443515
11.951052852239302,11.310887536907893
11.9976729243957,11.291048851349581
12.0320757630674,11.270777595735334
12.057257919171,11.25088674284881
12.0708488509254,11.225670245599114
12.066961872135902,11.201568467813608
12.054945591974402,11.187390509953575
12.0225082836445,11.170535316396396
11.9882677987965,11.146511424040188
11.9426213462517,11.109700795434195
11.8963568066933,11.056429299227766
11.8393812654096,10.988611827030056
11.781056380465698,10.914352616604596
11.7212359378205,10.840888895076656
11.6578824925864,10.779294800047396
11.5924523942712,10.726491569184882
11.5302295685326,10.692513908583857
11.466631621735802,10.679808562888228
11.4040400119894,10.701908259319126
11.3396555177732,10.757847016255637
11.2610324226443,10.813278251831028
11.1966955891057,10.846383356452018
11.1198300085324,10.856642042365126
11.0458000482774,10.846447707073073
10.9657946738239,10.82391402630557
10.886012527617302,10.785047152987369
10.8096707400983,10.738029103751344
10.7242099084985,10.681211603040943
10.642843737455902,10.61671180780978
10.5628172113948,10.557416473145807
10.4792417127559,10.503775411370771
10.3884674874422,10.445855597031963
10.302011079436,10.38099347654281
10.2154304893053,10.32278377334556
10.1372777425834,10.271585412137314
10.0769509060693,10.23836762303702
10.0383071074368,10.225510577824249
10.031315395340698,10.663010328594323
10.0786132690186,10.446582892515597
10.200403377277,10.242332637261951
10.4072228446648,10.161189904415673
10.7081023240725,10.239715821222989
11.0792077709223,10.48418660106939
11.5072698367702,10.877974879085237
11.9217208680921,11.382044486804055
12.2742503806943,11.916605793243022
12.6239902270657,12.435880035043894
12.875126579277898,12.932896466121345
13.0773167511287,13.409779043832627
13.2656991953382,13.732466718006714
13.438515877232302,13.925962178556102
13.583922602082,14.121768086047089
13.8214720657606,14.34112130806152
14.0170507342164,14.550018977497222
14.2522811827317,14.502062620156716
14.5018074468865,14.399579089361191
14.717988480987302,14.401711857271538
14.9522350421575,14.414875474862903
15.2218626666587,14.408887018604755
15.4835716074235,14.395242924509763
15.7214471666785,14.399658982469267
15.9277652840051,14.464094843151711
16.0834174382496,14.621220733602357
16.1429304474226,14.79435624165395
16.128948521664697,14.938961635715414
16.0331780561007,15.017167082688195
15.8966551683954,15.011219514746916
15.7537697572321,14.946750973336899
15.5905369006368,14.848220282354802
15.4229867350759,14.73809563070059
15.2612100506252,14.640649414525022
15.1004064322494,14.54874502427902
14.953454166342,14.454659051579688
14.8258798978527,14.35495112831582
14.7190198785084,14.252782377866524
14.6403216696095,14.162980738369242
14.5907404988406,14.107850694458964
14.5722098180446,14.098656589500537
14.5814593519769,14.13542111132064
14.6096131453301,14.19353709027616
14.6639801802512,14.264790017784474
14.748142634207,14.3727506773553
14.8472275934652,14.563327459362805
14.9605533763278,14.77765362483616
15.084494661354698,14.893517160920203
15.208283683273198,14.838851073483182
15.315486678872302,14.752825727034985
15.4322690763574,14.768526782992545
15.5414796549089,14.825724427023433
15.6570014955622,14.87891340027678
15.7705478138481,14.925793183601277
15.8728351965733,14.964917010257574
15.9709958918408,15.002602589493995
16.0399547356268,15.035194443714998
16.0968491307319,15.065392543197516
16.120453736934,15.087499515889824
16.1318777839331,15.09683617095141
16.1257769531785,15.086895430611593
16.1023477971302,15.053760471961949
16.0626161659209,15.000612032732045
16.010826774245,14.938844638081079
15.9501055654177,14.874381902078678
15.8701759579778,14.80281185600635
15.7793282266699,14.716087349998066
15.687477913499,14.616997874064516
15.5851266736092,14.497721606735238
15.476039764509,14.356019947366711
15.3648468505512,14.205666526562291
15.2502249849472,14.06068028684509
15.127822001954,13.922600469170067
14.9848122835561,13.779753931123397
14.846498856357998,13.641499306703128
14.69969437654,13.526249768860096
14.5492068408245,13.476303102124012
14.3892990308582,13.558951286308906
14.2253176857988,13.768763626720798
14.0686846762675,13.97010323620569
13.9134917596499,14.065788230600647
13.7520756787074,14.058099653992855
13.6074075678966,13.992521348371818
13.4561406314722,13.894275447678446
13.3190713209582,13.78127852369438
13.1797060618187,13.658786494989915
13.048947145752402,13.530209069192633
12.928820621263,13.400816557759232
12.792971502455002,13.266712957205863
12.6784634104845,13.131201712083088
12.551151957288498,12.987334774554547
12.433980520448598,12.83433507369896
12.3202989281466,12.68473725626014
12.2202065348907,12.54664713552213
12.1395729144602,12.420191986449595
12.0755676530463,12.312285291862084
12.0493889855919,12.237688433716711
12.0620076251736,12.49811687559881
12.135980191688098,12.581329749855902
12.2792043192356,12.302993761744094
12.4999823444553,12.164373928220066
12.7738737911023,12.187664595692453
13.0604331257654,12.361150897211314
13.3214443158364,12.65211023726556
13.5393808756152,13.143975452691823
13.6918413711227,14.131128702218449
13.8194290659028,14.184570017941049
13.937406654664,14.37613129226526
14.0144138619769,14.56468053466905
14.1510510255939,14.531440382133024
14.3048401566149,14.210586446726763
14.4768940359085,14.10768858386024
14.686118547748402,14.087710280369826
14.8529584837441,14.071867006138595
15.0207036061682,14.058294308670284
15.145159822760402,14.048852032957859
15.2321678890458,14.05326218859454
15.2381896008495,14.081788229295352
15.148758191488302,14.122781056965007
14.990709535016698,14.143837783966246
14.7942526584678,14.1182410557913
14.5863130089845,14.042435795857966
14.3697919081949,13.924795975655876
14.1523042178142,13.78205503658358
13.929965057298,13.616220597728628
13.7194826429054,13.442262618392578
13.5215401493786,13.267918835900467
13.328343962958698,13.094591795198506
13.14590872975,12.928374233799381
12.9692507019665,12.772301188672643
12.8034253730261,12.627361184435342
12.6436348313692,12.495661540927037
12.4976403228148,12.409464993107305
12.3564394853428,12.413792613450893
12.240775658554002,12.54956667230401
12.148702601453,12.740904976232358
12.0830801061341,12.856216702005911
12.055413323900302,12.90168914723674
12.0669982106154,12.947761181472474
12.1073763919607,13.015358570574115
12.183584641018696,12.956734782452406
12.2947434068647,12.58799596293757
12.4355479222484,12.30842993176304
12.5886624432448,12.26078683241277
12.7574395168453,12.36551076220608
12.9145605388575,12.532608595678065
13.0611025848228,12.716013286052988
13.2015535995083,12.910165026516905
13.308271392162002,13.092759414522872
13.408250215007,13.216732493283564
13.4839860068674,13.237796265332628
13.5434348521012,13.181944092039204
13.5693419237203,13.055690773981839
13.575033457527402,12.88082181826727
13.561463588881,12.695679070166742
13.524087186959902,12.520137752075826
13.464140350260802,12.364135909878247
13.3774755604742,12.222068893258664
13.2738567289963,12.085645657286559
13.150211767762698,11.948152186447349
13.0159500622673,11.817412895375963
12.8731436903515,11.729917802596558
12.713478363035,11.742120351481155
12.5530183469567,11.895128528016937
12.3913197184385,12.076334602816024
12.2233890802174,12.058856324256347
12.067062886186,11.8789427041311
11.9130140952401,11.664655383846027
11.759227514232302,11.464506358777541
11.5941276337384,11.2901312482379
11.4391022633734,11.130482834807495
11.2836374298158,10.97578635717657
11.1228119318955,10.804041876688675
10.9775002587734,10.624094507226749
10.8314811011824,10.448551057409361
10.7003711206891,10.320475935621463
10.5766571264107,10.2869485909552
10.4610850679171,10.305809462655143
10.3558188939366,10.285571863378868
