real,previsto
0.202760611880142,0.3926259802298211
0.205491745785486,0.3937207654289523
0.206268571128421,0.39139332672929084
0.2009843868133419,0.38526807673671387
0.197433417413183,0.3752369491515638
0.192982085671245,0.3631507713450653
0.18667781187385,0.349786721669443
0.177636833318963,0.3358136768856506
0.1684175456632,0.32169766085182305
0.1621154261184159,0.305800593085768
0.1544151986707259,0.2902081990957874
0.151871188319469,0.27649632572218097
0.1450524317196,0.26523425492619596
0.141930061087193,0.25574267101664916
0.137047568830067,0.24719391723232884
0.1361636732396769,0.2382500533014769
0.134071751808101,0.22775510439113958
0.130839161727799,0.21191067464458646
0.1294091705356169,0.1795294479892442
0.1265841021667449,0.10127196694916969
0.122815249998248,-0.04305181967611175
0.119751499383093,-0.19212896148577424
0.116179014862016,-0.19049276666321607
0.114520025304336,-0.0794910450892322
0.116222943322377,-0.002371183679699236
0.1101284513608869,0.021866193199424587
0.110498649109109,0.029044779046958943
0.107283254123068,0.030767008056439147
0.1073066692857449,0.036045591953829434
0.104860134469574,0.04120330461118422
0.102277045349373,0.04634979744630101
0.103858017813364,0.05044212385870119
0.101690499859646,0.05276388521336704
0.099681246387167,0.05381411025581957
0.09951082342113,0.053468465301075664
0.101525533179951,0.05126431576837542
0.1006338881416859,0.04500146599377774
0.1037657646829719,0.03429336810631316
0.106060362440077,0.0388117152462526
0.1103762367905839,0.19679162948601908
0.119329556171748,0.24241794798413105
0.1377064197003769,0.12282770764842081
0.164046407422304,0.1510005777684402
0.207264054615663,0.18311764935599692
0.2793790059335169,0.217343484578768
0.391758005098373,0.2934893938142247
0.570654234441703,0.5344677882725457
0.82235487132851,0.710024165387647
1.18436988043498,0.8954437935543546
1.6559407657314,1.0769614546588593
2.14535203094952,1.2252115868979105
2.6870401144529,1.3927152887500303
3.1986987374675,1.7528682864744407
3.622307902873741,2.065556643764519
3.94129859703202,2.2915000647452226
4.159214053275891,2.454544514104694
4.1807182749202205,2.1537525875057857
4.12715461536196,2.04244680689992
3.944176261517101,1.934691422989747
3.67031062577437,1.815998302897126
3.35879443260593,1.6902846515896857
2.9838105277575804,1.507713408530172
2.54465839380904,0.7423326812005147
2.0919725438309698,0.5932431340068504
1.64769977994266,0.5332109881806305
1.2305468548025902,0.47658608174414363
0.867814621851748,0.42379592051906834
0.603042196867115,0.3796289318757508
0.423129463631886,0.3463231447831139
0.327143351262798,0.320540275464799
0.2742847354680089,0.30002477435180264
0.237867615499032,0.28481677602679156
0.22262226696869,0.2731650533442862
0.213627953270799,0.26511829790644137
0.206664550571112,0.26407129128101053
0.206180088187995,0.3468881048836968
0.207383384306439,0.5371835333240967
0.21161224783839,0.5136377062098544
0.22127065510399,0.48998297306848704
0.233330750790571,0.4774910106174424
0.24951084463917,0.4802947692880208
0.268532774557274,0.4984153598576273
0.2924834932890869,0.5299161714954267
0.324077754959851,0.5727651158218694
0.3569196559040209,0.6212169899338982
0.386367804885052,0.6687161168397601
0.418948580236915,0.7092130930965591
0.4492645986228929,0.7374547498223303
0.473708329453358,0.7543302023393101
0.496615113092878,0.7642266512387956
0.5222963600823679,0.7714815812831674
0.5306297066946201,0.7746092652573601
0.5327940001342439,0.7733176276640985
0.517478833930551,0.7665488299235035
0.491992261409895,0.7536199820044942
0.460894994095712,0.7340550261940066
0.419658417267427,0.7067980472809637
0.385512994154867,0.6674144588608816
0.346683685529675,0.6091159392589865
0.317990630752316,0.53830958992184
0.286489809576353,0.4589037651003569
0.258699412070381,0.37034654033574077
0.2359253614682989,0.29140604153184835
0.217288215184253,0.25116356051344024
0.201127267915908,0.2363769421145047
0.186022485248757,0.22852096804825897
0.177415498277923,0.22225545334098268
0.168922970675074,0.21668812093927625
0.157479598494579,0.2116731168593292
0.149687949535315,0.2071351842957421
0.142664587055954,0.2026867065083072
0.1343465218825059,0.1979532557963671
0.126653575619495,0.19292402760112462
0.1211176554420059,0.18732453524696605
0.120377531883871,0.1661859636358986
0.11328400109972,0.10726285010920006
0.1093512867987809,0.08942507829227413
0.1056541329658569,0.08599235346278472
0.1046029192139119,0.08463019754496935
0.103399074521718,0.08381211129490741
0.0992742641322549,0.0832535709795121
0.0982160613635309,0.08288519851589136
0.0983921362185946,0.0827529597832375
0.0948728592189447,0.08268626038344194
0.0960739887906746,0.0827536956837735
0.093743397066383,0.08285968037808514
0.0944279450632358,0.08306490909913831
0.0935877220221999,0.08335887181858957
