previsto
0,0.18691522
1,0.18968457
2,0.1906198
3,0.1892784
4,0.18489411
5,0.17910519
6,0.17302537
7,0.16735473
8,0.16288593
9,0.1590887
10,0.1561073
11,0.15385908
12,0.15234426
13,0.15097374
14,0.14962381
15,0.14805293
16,0.146653
17,0.14525545
18,0.14400038
19,0.14273441
20,0.14134964
21,0.13949752
22,0.13753262
23,0.13578716
24,0.13439962
25,0.13340795
26,0.13253844
27,0.13163656
28,0.13042101
29,0.12910667
30,0.12770173
31,0.12620243
32,0.1243554
33,0.1227332
34,0.12185668
35,0.120938204
36,0.119591914
37,0.118521206
38,0.11881339
39,0.121100746
40,0.12586847
41,0.13567981
42,0.15452066
43,0.18127602
44,0.22782692
45,0.32052127
46,0.497153
47,0.77908844
48,1.1657017
49,1.6268518
50,2.1531165
51,2.6362226
52,3.1207218
53,3.5500472
54,3.8795764
55,4.112194
56,4.245765
57,4.1848598
58,4.0492415
59,3.7926054
60,3.4523284
61,3.0889711
62,2.672839
63,2.2169244
64,1.7551116
65,1.2925819
66,0.90478605
67,0.6250102
68,0.44905943
69,0.30767092
70,0.2402156
71,0.22263771
72,0.21954367
73,0.21666932
74,0.20676693
75,0.19667989
76,0.18944323
77,0.1875959
78,0.19348958
79,0.20786932
80,0.2300219
81,0.2577377
82,0.29038316
83,0.32726523
84,0.36328697
85,0.40128228
86,0.4354512
87,0.46822426
88,0.49848062
89,0.5230493
90,0.54144233
91,0.55611086
92,0.55712837
93,0.54799587
94,0.52482396
95,0.4937165
96,0.45937517
97,0.418263
98,0.37487692
99,0.32205683
100,0.27501824
101,0.25423673
102,0.244558
103,0.23307392
104,0.21985352
105,0.20800439
106,0.19966805
107,0.19296539
108,0.18149021
109,0.16746452
110,0.15756625
111,0.15175
112,0.1477038
113,0.14539945
114,0.14199746
115,0.13280573
116,0.119798474
117,0.111090176
118,0.10719522
119,0.105530016
120,0.10333919
121,0.09956428
122,0.095130526
123,0.09097367
124,0.08929383
125,0.09044307
126,0.09278225
127,0.09186145
128,0.09046089
129,0.09122672
130,0.09387534
131,0.098073535
132,0.098375015
133,0.099966995
134,0.10165139
135,0.10459977
136,0.11126294
137,0.12271004
138,0.14413688
139,0.18738392
140,0.23755795
141,0.3318625
142,0.47814277
143,0.68573964
144,0.95487267
145,1.2864326
146,1.6206031
147,1.9340022
148,2.1683667
149,2.3189313
150,2.4025404
151,2.3506384
152,2.2071738
153,1.9856801
154,1.6930577
155,1.3580965
156,0.9842353
157,0.67364615
158,0.46457067
159,0.34029195
160,0.25741184
161,0.22140622
162,0.20112604
163,0.1871934
164,0.17448103
165,0.16382846
166,0.15774947
167,0.15557957
168,0.1543535
169,0.15171584
170,0.1470781
171,0.14144266
172,0.13683945
173,0.13469207
174,0.13665468
175,0.14509332
176,0.15968218
177,0.1760726
178,0.19147891
179,0.20716262
180,0.23318884
181,0.2733182
182,0.32209152
183,0.37032694
184,0.41067088
185,0.44060248
186,0.4594688
187,0.47029862
188,0.46927327
189,0.45423916
190,0.43542916
191,0.4060385
192,0.37645906
193,0.34582308
194,0.31372356
195,0.27842546
196,0.24459913
197,0.21859643
